clean_text,label
"아침 에 지갑 두 고 와서 돈 카드 다 놓 고 온 알 았 어 . 다시 집 에 가 려니 출근 시간 다 날아갈 같 아 죽 겠 더라 . 동료 에게 돈 빌리 려니 미안 죄송 하 기 만 하 고 , 제발 주웠으면 좋 겠 어 . 지하철역 에 신고 해 봤 는데 아직 연락 없 어 . 이럴 바 엔 경찰 에 신고 공식 적 으로 처리 해야 할까 고민 중 야 . 다음 엔 꼭 지갑 관리 잘 해야 겠 어 .",4
오늘 점심 도시락 에 담배 꽁초 가 어 있 었 어 . 냄새 가 너무 더럽 고 기분 나빠서 미칠 같 더라 . 장난 라고 는 해도 사과 한마디 없 어서 열불 치밀 었 지 . 결국 동료 에게 나 한테 이런 짓 을 했 냐고 물 었 어 . 그러 자 미안 하 다고 는커녕 웃 으며 그냥 지나가 더라 . 이제 부터 도시락 통 잠금 장치 없인 절대 남 에게 맡기 지 않 을 거 야 .,4
회의 자료 를 USB 에 담 아 두 었 는데 복사 과정 파일 통째 사라졌 어 . 백업 해 둬서 진짜 미치 겠 더라 . 다른 동료 에게 입금 확인 부탁 했 지만 자료 가 없 다면서 미안 하 단 말 한마디 없 었 지 . 이런 식 으로 책임 회피 하 면 내 가 죽 는다 싶 었 어 . 결국 밤새 다시 작업 하 고 나 니 몸 거덜 날 지경 야 . 제발 이번 에 는 꼭 백업 잘 해야 겠 어 .,4
팀장 님 내 아이디어 를 통째 베껴 가 고 내 이름 은 빼먹 었 어 . 속 으로 칼 고 찌르 고 싶 었 지 . 다른 팀원 상사 앞 내 가 만든 거 맞 죠 ? 라고 따졌 는데 이름 빼 고 넘어가 더라 . 정말 미치 도록 화 가 났 어 . 뒤 부터 는 보고서 에 내 이름 을 진하 게 크 게 써놨 다니까 . 이제 는 법 적 검토 고민 정도 진심 야 .,4
사무실 에어컨 고장 나 서 더워 죽 을 지경 었 어 . 시설 팀 에 신고 했 는데 나 몰라라 하 길래 열 받 았 지 . 동료 은 병신 취급 하 듯 짜증 만 내 다가 사람 소리지르 기 까지 했 어 . 결국 매니저 가 와서 30 분 만 에 고쳐 줬 지만 땀 에 절 어 일 했 더니 체력 만 바닥났 어 . 다시 는 이런 일 반복 되 지 않 도록 고장 날 마다 칼 같이 민원 넣 을 거 야 . 정말 다음 엔 또 이런 일 겪 기 싫 어 .,4
"택배 상자 가 열려 있 고 물건 전부 도난 당했 어 . 돈 은 날리 고 손해 배상 만 청구 된다니 기분 나쁘 다 말 못 해 . 고객 센터 에 신고 하 니 달 걸린다고 하 는데 , 제발 빨리 처리 됐 으면 좋 겠 어 . 이럴 바 엔 경찰 에 바로 신고 추적 해야 할까 고민 중 야 . 다음 번 엔 안전 봉투 에 넣 어 달 라고 반드시 요청 해야겠어 . 이제 택배 는 절대 함부로 신뢰 하 지 않 을 거 야 .",4
점심 값 5000 원 빌렸 는데 아직 갚 지 않 아 정말 미치 겠 어 . 미안 하 다고 는 매번 미루 기 만 하 더라 . 내 가 소리지르 면 기분 나빠 하 니 참 았 지 . 이번 주말 까지 무조건 갚 으라고 압박 하 자고 생각 중 야 . 갚 으면 다음 엔 법 적 조치 라도 고민 해야 겠 다 . 더 는 이런 일 없 도록 해야 겠 어 .,4
"회식 비 정산 놈 돈 내놓 으라 해 놓 고 시치미 뗐 어 . 협박 비슷 하 게 구 는 모습 보 니 돌 아 버릴 같 았 어 . 결국 화면 캡 처 증빙 자료 모아놨 다니까 . 다음 번 부터 는 카드 결제 화면 을 바로 캡 처해 두 고 , 현금 처리 하 기 했 어 . 절대 또 당하 지 않 을 거 야 . 정산 끝 나 고 나 면 꼭 확인 거 야 .",4
"사무실 동료 가 내 모니터 에 낙서 해 놓 고 사과 했 어 . 자료 다 더럽 게 손 대놓고 미안 하 다는 말 한마디 없 더라 . 화 가 나 서 바로 인사 팀 에 신고 했 어 . 그제서야 미안 하 다더니 , 뒤 내 USB 못 빌려 주 게 됐 어 . 앞 으로 는 내 컴퓨터 절대 방치 하 지 않 을 거 야 . 다시 는 이런 일 반복 되 지 않 길 바라 .",4
"지하철역 누군가 갑자기 소리지르 며 난동 을 부렸 어 . 휴대폰 뺏 길 까 봐 너무 무서워 죽 는 줄 알 았 다니까 . 다행히 순찰 하 던 경찰 제압 상황 은 정리 됐 지만 , 동안 멘붕 상태 였 어 . 이러 다 진짜 큰 사고 나 는 걸까 두렵 더라 . 다음 부턴 그런 상황 에선 즉시 신고 하 고 몸 을 피해야 겠 어 . 정말 다음 엔 안전 거리 를 확보 거 야 .",4
