clean_text,label
"엄마 또 데이터 다 썼 다고 라고 하 시 는데 , 무제 요금제 쓰 시 라고 해도 말 어 . 부모 님 은 그런 거 불안 싫 대 . 돈 많이 나 간다고 . 근데 매달 추가 요금 내 는 게 더 비싸 잖아 . 내 가 얘기 했 는데 으셔 . 차라리 가족 요금제 묶 어 드리 는 건 어때 ? 그것 생각 해 봤 지 . 근데 아빠 는 또 별도 쓰 고 싶 어 하 시 고 . 결국 이번 달 내 가 데이터 선물 했 어 . 확실히 요즘 은 하나 쉽 게 넘어가 는 시대 인 같 아 .",4
"저번 여행 지출 정산 아직 됐 는데 , 아무 말 꺼내 서 고민 야 . 그거 슬슬 얘기 해야지 . 네 가 총무 였 잖아 ? 맞 아 . 영수증 다 모아 놨는데 보내 기 좀 그렇 고 . .. 그냥 톡 방 에 정산표 번 올려 봐 . 괜히 돈 얘기 먼저 꺼내 기 껄끄럽 더라 . 그래도 늦 어 지 면 더 어색 해져 . 미리 하 는 게 나아 . 오늘 저녁 쯤 정리 보내 보 려고 . 확실히 요즘 은 하나 쉽 게 넘어가 는 시대 인 같 아 .",4
우리 회사 복지 좋 다더니 실속 은 하나 없 더라 . 거 기대 했 는데 ? 명절 선물 이나 생일 쿠폰 그런 거 라도 줄 줄 알 았 지 . 헬스 장 할인 이나 제휴 카드 없 다며 ? 응 . 복지 포인트 만 주 는데 그것 사용 처 제한 엄청 심해 . 그냥 월급 빼 서 주 는 느낌 야 . 복지 란 이름 붙였 지만 결국 실비 는 거의 없 지 . 확실히 요즘 은 하나 쉽 게 넘어가 는 시대 인 같 아 .,4
요즘 방 에 곰팡 너무 심해서 벽지 가 다 뜯겨 . 헉 정도 야 ? 습기 심한가 보 네 . 베란다 문 계속 열 어 두 는데 이래 . 제습기 써 봤 어 ? 중고 하나 구했 는데 생각 보다 효과 가 약하 더라 . 원룸 오래 된 라 그런가 봐 . 집 주인 한테 얘기 해 봐야 하나 고민 중 야 . 확실히 요즘 은 하나 쉽 게 넘어가 는 시대 인 같 아 .,4
자리 맡 고 나가 있 는 사람 진짜 많 더라 . 아침 일찍 와서 책 만 하나 올려 두 고 몇 시간 자리 를 비워 . 그런 사람 보 면 말 고 싶 을 정도 야 . 관리자 한테 말 해 봤 는데 규정 애매 하 대 . 자기 물 건 두 고 있 으면 ' 사용 중 ' 으로 간주 하 니까 . 결국 자리 는 비 어 있 는데 못 쓰 는 상황 . 진짜 불 공평 하 지 않 아 ? 확실히 요즘 은 하나 쉽 게 넘어가 는 시대 인 같 아 .,4
오늘 출석 체크 했 는데 결석 처리 됐 더라 . 혹시 화면 켜 놓 고 딴 짓 했 어 ? 아니 야 . 영상 끝 까지 다 봤 어 . 근데 시스템 오류 라더라 . 담당 교수 한테 메일 은 보냈 어 ? 응 . 캡처 첨부 보냈 어 . 확인 해 달 라고 . 이런 일 자주 있 으니까 진짜 불안 해 . 온라인 수업 인데 더 꼼꼼히 챙겨야 되 는 느낌 야 . 확실히 요즘 은 하나 쉽 게 넘어가 는 시대 인 같 아 .,4
"카페 공부 하 려 했 는데 , 옆 테이블 너무 시끄러워서 하나 집중 됐 어 . 요즘 카페 는 진짜 도서관 아니 면 공부 하 기 힘든 야 . 직원 한테 조용히 해 달 라고 말 해 볼까 했 는데 좀 눈치 보이 더라 . 그럴 땐 노이즈 캔 슬링 이어폰 필수 야 . 가격 좀 부담 돼서 고민 중 긴 해 . 내 가 쓰 는 거 번 써 볼래 ? 효과 꽤 있 어 . 진짜 ? 다음 에 번 빌려 줘 . 확실히 요즘 은 하나 쉽 게 넘어가 는 시대 인 같 아 .",4
이번 시험 생각 보다 못 봤 어 . 70 점 밖에 나왔 어 . 헉 난 88 점 나왔 는데 예상 보다 높 았 네 . 공부 열심히 했 잖아 . 나 는 시간 부족 마지막 못 풀 었 어 . 나 찍 은 많 았 는데 운 좋 았 던 듯 . 성적 공개 되 니까 괜히 비교 하 게 된다 . 맞 아 . 신경 쓰 려고 해도 자꾸 의식 돼 . 그냥 다음 시험 땐 전략 을 좀 바꿔 보 려구 . 확실히 요즘 은 하나 쉽 게 넘어가 는 시대 인 같 아 .,4
오늘 회의 시작 하 는데 갑자기 인터넷 끊겨서 완전 당황 했 어 . 줌 접속 자체 가 됐 겠 네 ? 맞 아 . 재 부팅 하 고 와이파이 바꿔 되 더라 . 결국 회의 늦 게 들어간 거 야 ? 응 . 10 분 쯤 늦 었 는데 이미 다 회의 중 더라 . 팀장 님 눈치 좀 주 셨 겠 네 . 좀 무안 했 지 . 근데 진짜 예고 없이 끊겨서 어쩔 없 었 어 . 확실히 요즘 은 하나 쉽 게 넘어가 는 시대 인 같 아 .,4
택시 탔 는데 기사 님 내비 무시 하 고 자꾸 돌아가 더라 . 그런 분 종종 있 어 . 말 은 해 봤 어 ? 했 는데 자긴 길 빠르 다고 하 시 더라고 . 근데 시간 오래 걸리 고 요금 더 나왔 겠 네 . 그렇 지 . 괜히 말 꺼낸 내 가 불편 해졌 어 . 요즘 엔 목적지 공유 하 고 타 는 게 낫 겠 더라 . 진짜 다음 부턴 앱 으로 동선 공유 해야 겠 다 . 확실히 요즘 은 하나 쉽 게 넘어가 는 시대 인 같 아 .,4
